date,nav,scheme_code,daily_return
2025-06-13,107.3575,119551,-0.001162980020003257
2025-06-16,107.4387,119551,0.0007563514426098816
2025-06-17,107.5644,119551,0.0011699694802711491
2025-06-18,107.5716,119551,6.693664446588699e-05
2025-06-19,107.4465,119551,-0.0011629463538703755
2025-06-20,107.4384,119551,-7.538635506976199e-05
2025-06-23,107.4577,119551,0.00017963782036956033
2025-06-24,107.5733,119551,0.001075772141037934
2025-06-25,107.511,119551,-0.0005791399910572981
2025-06-26,107.5011,119551,-9.208360074786093e-05
2025-06-27,107.4878,119551,-0.00012371966426394376
2025-06-30,107.5767,119551,0.0008270706070829803
2025-07-01,107.6624,119551,0.0007966409083008941
2025-07-02,107.7677,119551,0.0009780573347797361
2025-07-03,107.8552,119551,0.00081193158989179
2025-07-04,107.8466,119551,-7.973653565152006e-05
2025-07-07,107.9243,119551,0.0007204677755257016
2025-07-08,107.9198,119551,-4.169589239877425e-05
2025-07-09,107.8924,119551,-0.0002538922422020695
2025-07-10,107.8928,119551,3.7073973699897067e-06
2025-07-11,107.9125,119551,0.0001825886435424806
2025-07-14,107.9617,119551,0.00045592493918689136
2025-07-15,107.962,119551,2.778763209532187e-06
2025-07-16,107.9658,119551,3.519756951519959e-05
2025-07-17,108.0272,119551,0.0005686986064104005
2025-07-18,108.1161,119551,0.0008229408889612877
2025-07-21,108.1729,119551,0.0005253611626760968
2025-07-22,108.1979,119551,0.0002311114891069277
2025-07-23,108.2277,119551,0.00027542124200197193
2025-07-24,108.2573,119551,0.00027349745028315553
2025-07-25,108.1982,119551,-0.0005459216145239365
2025-07-28,108.2193,119551,0.00019501248634457014
2025-07-29,108.1828,119551,-0.00033727810104111633
2025-07-30,108.1757,119551,-6.562965647027852e-05
2025-07-31,108.2167,119551,0.00037901303157727995
2025-08-01,108.2952,119551,0.0007253963574938016
2025-08-04,108.4355,119551,0.0012955329506756375
2025-08-05,108.4412,119551,5.256581101198421e-05
2025-08-06,108.2153,119551,-0.002083156586242141
2025-08-07,108.2611,119551,0.00042323035652080954
2025-08-08,108.2726,119551,0.00010622467349774567
2025-08-11,108.2018,119551,-0.0006539050507698985
2025-08-12,108.049,119551,-0.0014121761375504027
2025-08-13,107.9901,119551,-0.0005451230460254974
2025-08-14,108.1543,119551,0.0015205097504309428
2025-08-18,108.1271,119551,-0.0002514925435235238
2025-08-19,108.0083,119551,-0.0010987069846504216
2025-08-20,108.0899,119551,0.0007554974941739179
2025-08-21,108.0985,119551,7.956340046577637e-05
2025-08-22,108.1096,119551,0.00010268412605163313
2025-08-25,108.1037,119551,-5.4574246875382926e-05
2025-08-26,107.9266,119551,-0.0016382417993094922
2025-08-28,108.066,119551,0.0012916185629863186
2025-08-29,108.0297,119551,-0.00033590583532283613
2025-09-01,108.0373,119551,7.035102383867731e-05
2025-09-02,108.0088,119551,-0.00026379778095164674
2025-09-03,108.0471,119551,0.00035460073623627686
2025-09-04,108.1379,119551,0.0008403742441953632
2025-09-05,108.245,119551,0.000990402069949603
2025-09-09,108.3519,119551,0.0009875744838099276
2025-09-10,108.3574,119551,5.0760531195015446e-05
2025-09-11,108.369,119551,0.0001070531408100539
2025-09-12,108.4006,119551,0.00029159630521635727
2025-09-15,108.3802,119551,-0.00018819084027210664
2025-09-16,108.3787,119551,-1.3840166377288021e-05
2025-09-17,108.4538,119551,0.0006929405870341743
2025-09-18,108.4552,119551,1.290872242387664e-05
2025-09-19,108.4428,119551,-0.00011433292271834095
2025-09-22,108.5131,119551,0.0006482680270150087
2025-09-23,108.5708,119551,0.0005317330349976501
2025-09-24,108.5859,119551,0.0001390797525668841
2025-09-25,108.617,119551,0.00028640919309053103
2025-09-26,108.6702,119551,0.0004897944152386646
2025-09-30,108.7397,119551,0.0006395497569711139
2025-10-01,108.8285,119551,0.0008166290692359635
2025-10-03,108.9591,119551,0.0012000532948630571
2025-10-06,109.0926,119551,0.001225230384612086
2025-10-07,109.2045,119551,0.0010257341011212784
2025-10-08,109.2524,119551,0.0004386266133722394
2025-10-09,109.2597,119551,6.68177541180981e-05
2025-10-10,109.2852,119551,0.00023338888904156363
2025-10-13,109.3763,119551,0.0008335986940590789
2025-10-14,109.4088,119551,0.0002971393254296295
2025-10-15,109.4754,119551,0.0006087261719349701
2025-10-16,109.5131,119551,0.0003443696026688148
2025-10-17,109.5844,119551,0.0006510636627035105
2025-10-20,109.6155,119551,0.00028379951890955546
2025-10-23,109.5817,119551,-0.0003083505526134678
2025-10-24,109.5673,119551,-0.00013140880274709055
2025-10-27,109.6125,119551,0.0004125318411605239
2025-10-28,109.6404,119551,0.00025453301402666995
2025-10-29,109.6934,119551,0.00048339845531386594
2025-10-30,109.6521,119551,-0.00037650396468691394
2025-10-31,109.6768,119551,0.00022525788379779144
2025-11-03,109.7548,119551,0.0007111804866664073
2025-11-04,109.7941,119551,0.0003580708998602855
2025-11-06,109.8337,119551,0.00036067511824389165
2025-11-07,109.8609,119551,0.0002476471246986023
2025-11-10,109.925,119551,0.0005834650908558281
2025-11-11,109.961,119551,0.0003274960200136956
2025-11-12,109.9947,119551,0.00030647229472258175
2025-11-13,109.9907,119551,-3.636538851403692e-05
2025-11-14,109.9725,119551,-0.0001654685350671592
2025-11-17,109.9756,119551,2.8188865398126595e-05
2025-11-18,110.0205,119551,0.0004082723804188504
2025-11-19,110.0771,119551,0.0005144495798510285
2025-11-20,110.0882,119551,0.0001008384123490913
2025-11-21,110.0708,119551,-0.00015805508673949475
2025-11-24,110.1322,119551,0.0005578227831539717
2025-11-25,110.1924,119551,0.0005466157944724603
2025-11-26,110.2658,119551,0.0006661076444471892
2025-11-27,110.2743,119551,7.708645835791117e-05
2025-11-28,110.2615,119551,-0.0001160741895437356
2025-12-01,110.211,119551,-0.00045800211315827344
2025-12-02,110.2349,119551,0.00021685675658500436
2025-12-03,110.2362,119551,1.1792998406034982e-05
2025-12-04,110.235,119551,-1.0885716307362792e-05
2025-12-05,110.3373,119551,0.0009280174173356137
2025-12-08,110.3299,119551,-6.706707523207456e-05
2025-12-09,110.1852,119551,-0.0013115211742238397
2025-12-10,110.0466,119551,-0.001257882183814174
2025-12-11,110.0609,119551,0.00012994495059381883
2025-12-12,110.0652,119551,3.906927891739187e-05
2025-12-15,109.9944,119551,-0.0006432550888019195
2025-12-16,110.0261,119551,0.000288196490003223
2025-12-17,110.0266,119551,4.544376288828644e-06
2025-12-18,110.0195,119551,-6.452985005456213e-05
2025-12-19,110.0403,119551,0.0001890573943710283
2025-12-22,110.0241,119551,-0.000147218791660908
2025-12-23,109.9954,119551,-0.00026085194062031025
2025-12-24,110.2079,119551,0.0019318989703205336
2025-12-26,110.2247,119551,0.00015243916270968327
2025-12-29,110.2799,119551,0.0005007951938176269
2025-12-30,110.2176,119551,-0.0005649261560809471
2025-12-31,110.3212,119551,0.0009399587724645553
2026-01-01,110.3493,119551,0.0002547107899477652
2026-01-02,110.3333,119551,-0.00014499412320700955
2026-01-05,110.2498,119551,-0.0007567978117214436
2026-01-06,110.2647,119551,0.00013514763745603453
2026-01-07,110.2175,119551,-0.00042806083905366776
2026-01-08,110.2218,119551,3.901376823089997e-05
2026-01-09,110.2327,119551,9.889150785036271e-05
2026-01-12,110.2974,119551,0.0005869401729250434
2026-01-13,110.1878,119551,-0.0009936770948363316
2026-01-14,110.1286,119551,-0.0005372645610492999
2026-01-16,110.0107,119551,-0.0010705665921477703
2026-01-19,109.9742,119551,-0.00033178590809801456
2026-01-20,109.9385,119551,-0.0003246215930644558
2026-01-21,109.9438,119551,4.820877126743284e-05
2026-01-22,110.0539,119551,0.0010014207258617347
2026-01-23,110.0766,119551,0.00020626256770550633
2026-01-27,110.1078,119551,0.00028343898703275805
2026-01-28,110.0855,119551,-0.00020252879450866068
2026-01-29,110.0922,119551,6.086178470376957e-05
2026-01-30,110.1903,119551,0.000891071302054014
2026-02-02,110.1537,119551,-0.00033215264864505656
2026-02-03,110.296,119551,0.0012918313229606238
2026-02-04,110.4477,119551,0.0013753898600130654
2026-02-05,110.5985,119551,0.0013653521078302866
2026-02-06,110.4173,119551,-0.0016383585672500312
2026-02-09,110.4233,119551,5.43393109593282e-05
2026-02-10,110.4293,119551,5.433635835916384e-05
2026-02-11,110.5056,119551,0.0006909398139804956
2026-02-12,110.6309,119551,0.0011338791880231014
2026-02-13,110.7584,119551,0.0011524809072329667
2026-02-16,110.8409,119551,0.0007448644978620411
2026-02-17,110.8682,119551,0.00024629897447603355
2026-02-18,110.8613,119551,-6.223606047539576e-05
2026-02-20,110.807,119551,-0.0004898012200831303
2026-02-23,110.8829,119551,0.0006849747759618552
2026-02-24,110.9394,119551,0.0005095465576747671
2026-02-25,110.9826,119551,0.0003894017815131434
2026-02-26,111.0069,119551,0.00021895324131882
2026-02-27,111.0261,119551,0.00017296222126739202
